id,country,year,incident_folder,title_en,media_count,has_generated_snapshot,media_files
greece_2015_capital_controls_referendum_shock,Greece,2015,Greece/00-00-2015/Capital controls and referendum shock,Capital controls and referendum shock,5,False,Greece/00-00-2015/Capital controls and referendum shock/Media/01 - EN Cover Card.svg | Greece/00-00-2015/Capital controls and referendum shock/Media/02 - EN Cover Card.svg | Greece/00-00-2015/Capital controls and referendum shock/Media/03 - EN Cover Card.svg | Greece/00-00-2015/Capital controls and referendum shock/Media/04 - EL Cover Card.svg | Greece/00-00-2015/Capital controls and referendum shock/Media/05 - EL Cover Card.svg
greece_2015_refugee_crisis_hotspots_borders_human_rights,Greece,2015,"Greece/00-00-2015/Refugee crisis, hotspots, borders and human rights (2015-2026)","Refugee crisis, hotspots, borders and human rights (2015-2026)",2,False,"Greece/00-00-2015/Refugee crisis, hotspots, borders and human rights (2015-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2015/Refugee crisis, hotspots, borders and human rights (2015-2026)/Media/02 - EL Cover Card.svg"
greece_2015_refugee_crisis_islands_eu_turkey_containment,Greece,2015,"Greece/00-00-2015/Refugee crisis, island containment, and EU-Turkey border bargain","Refugee crisis, island containment, and EU-Turkey border bargain",2,False,"Greece/00-00-2015/Refugee crisis, island containment, and EU-Turkey border bargain/Media/01 - Cover Card.svg | Greece/00-00-2015/Refugee crisis, island containment, and EU-Turkey border bargain/Media/02 - Proof Map.svg"
greece_2015_third_bailout_capital_controls_aftermath_democracy_banks_external_powe,Greece,2015,"Greece/00-00-2015/Third Bailout and Capital Controls Aftermath Democracy, Banks and External Power","Third Bailout and Capital Controls Aftermath: Democracy, Banks and External Power",2,False,"Greece/00-00-2015/Third Bailout and Capital Controls Aftermath Democracy, Banks and External Power/Media/01 - EN Cover Card.svg | Greece/00-00-2015/Third Bailout and Capital Controls Aftermath Democracy, Banks and External Power/Media/02 - EL Cover Card.svg"
greece_2016_opekepe_eu_subsidies_political_immunity_state_capture,Greece,2016,"Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)","GREECE — OPEKEPE: EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)",4,False,"Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)/Media/01 - EN Cover Card.png | Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)/Media/02 - EN Cover Card.svg | Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)/Media/03 - EL Cover Card.png | Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)/Media/04 - EL Cover Card.svg"
greece_2016_novartis_political_scandal_drug_pricing,Greece,2016,"Greece/00-00-2016/Novartis political scandal, drug pricing, and allegation warfare","Novartis political scandal, drug pricing, and allegation warfare",2,False,"Greece/00-00-2016/Novartis political scandal, drug pricing, and allegation warfare/Media/01 - Cover Card.svg | Greece/00-00-2016/Novartis political scandal, drug pricing, and allegation warfare/Media/02 - Proof Map.svg"
greece_2016_tv_licenses_media_power_conflict,Greece,2016,Greece/00-00-2016/TV licenses and media-power conflict,TV licenses and media-power conflict,2,True,Greece/00-00-2016/TV licenses and media-power conflict/Media/01 - EN Cover Card.svg | Greece/00-00-2016/TV licenses and media-power conflict/Media/02 - Bilingual Snapshot.svg
greece_2016_tv_licenses_media_power_state_control_rule_law,Greece,2016,"Greece/00-00-2016/TV licenses, media power, state control and rule of law (2016)","TV licenses, media power, state control and rule of law (2016)",2,False,"Greece/00-00-2016/TV licenses, media power, state control and rule of law (2016)/Media/01 - EN Cover Card.svg | Greece/00-00-2016/TV licenses, media power, state control and rule of law (2016)/Media/02 - EL Cover Card.svg"
greece_2017_mandra_flash_flood_planning_failure,Greece,2017,"Greece/00-00-2017/Mandra flash flood, blocked streams, and planning failure","Mandra flash flood, blocked streams, and planning failure",2,False,"Greece/00-00-2017/Mandra flash flood, blocked streams, and planning failure/Media/01 - Cover Card.svg | Greece/00-00-2017/Mandra flash flood, blocked streams, and planning failure/Media/02 - Proof Map.svg"
greece_2017_noor_one_heroin_allegations_impunity,Greece,2017,Greece/00-00-2017/Noor One heroin case and allegations of impunity,Noor One heroin case and allegations of impunity,2,True,Greece/00-00-2017/Noor One heroin case and allegations of impunity/Media/01 - EN Noor One Heroin Case And Allegations Of Impunity C Ddcd3D6Ddb35.svg | Greece/00-00-2017/Noor One heroin case and allegations of impunity/Media/02 - Bilingual Snapshot.svg
greece_2018_folli_follie_market_fraud_regulator_failure,Greece,2018,Greece/00-00-2018/Folli Follie market fraud and regulator confidence collapse,Folli Follie market fraud and regulator confidence collapse,2,False,Greece/00-00-2018/Folli Follie market fraud and regulator confidence collapse/Media/01 - Cover Card.svg | Greece/00-00-2018/Folli Follie market fraud and regulator confidence collapse/Media/02 - Proof Map.svg
greece_2018_mati_wildfire_state_failure,Greece,2018,"Greece/00-00-2018/Greece Mati wildfire, state failure, and accountability limits (2018-2025)","Greece: Mati wildfire, state failure, and accountability limits (2018-2025)",2,False,"Greece/00-00-2018/Greece Mati wildfire, state failure, and accountability limits (2018-2025)/Media/01 - EN Cover Card.svg | Greece/00-00-2018/Greece Mati wildfire, state failure, and accountability limits (2018-2025)/Media/02 - EL Cover Card.svg"
greece_2018_mati_wildfire_command_failures_anger,Greece,2018,Greece/00-00-2018/Mati wildfire command failures and public anger,Mati wildfire command failures and public anger,2,False,Greece/00-00-2018/Mati wildfire command failures and public anger/Media/01 - EN Cover Card.svg | Greece/00-00-2018/Mati wildfire command failures and public anger/Media/02 - EN Proof Map.svg
greece_2018_mati_wildfire_disaster_and_emergency_failure,Greece,2018,Greece/00-00-2018/Mati wildfire disaster and emergency failure,Mati wildfire disaster and emergency failure,2,False,Greece/00-00-2018/Mati wildfire disaster and emergency failure/Media/01 - Cover Card.svg | Greece/00-00-2018/Mati wildfire disaster and emergency failure/Media/02 - Proof Map.svg
greece_2018_mati_wildfire_evacuation_accountability,Greece,2018,"Greece/00-00-2018/Mati wildfire, evacuation failure, and command accountability","Mati wildfire, evacuation failure, and command accountability",2,False,"Greece/00-00-2018/Mati wildfire, evacuation failure, and command accountability/Media/01 - Cover Card.svg | Greece/00-00-2018/Mati wildfire, evacuation failure, and command accountability/Media/02 - Proof Map.svg"
greece_2018_prespa_agreement_backlash_identity_politics_disinformation_pressure,Greece,2018,"Greece/00-00-2018/Prespa Agreement Backlash Identity Politics, Disinformation and Public Pressure","Prespa Agreement Backlash: Identity Politics, Disinformation and Public Pressure",2,False,"Greece/00-00-2018/Prespa Agreement Backlash Identity Politics, Disinformation and Public Pressure/Media/01 - EN Cover Card.svg | Greece/00-00-2018/Prespa Agreement Backlash Identity Politics, Disinformation and Public Pressure/Media/02 - EL Cover Card.svg"
greece_2018_zak_kostopoulos_death_violence_police_response_social_stigma,Greece,2018,"Greece/00-00-2018/Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)","Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)",2,False,"Greece/00-00-2018/Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)/Media/01 - EN Cover Card.svg | Greece/00-00-2018/Zak Kostopoulos death, public violence, police response and social stigma (2018-2024)/Media/02 - EL Cover Card.svg"
greece_2018_zak_kostopoulos_killing_bystander_violence,Greece,2018,Greece/00-00-2018/Zak Kostopoulos killing and bystander violence,Zak Kostopoulos killing and bystander violence,2,True,Greece/00-00-2018/Zak Kostopoulos killing and bystander violence/Media/01 - EN Zak Kostopoulos Killing And Bystander Violence Cov 77Ee1298Ba77.svg | Greece/00-00-2018/Zak Kostopoulos killing and bystander violence/Media/02 - Bilingual Snapshot.svg
greece_2018_zak_kostopoulos_killing_policing_media_frame,Greece,2018,"Greece/00-00-2018/Zak Kostopoulos killing, policing, and media framing","Zak Kostopoulos killing, policing, and media framing",2,False,"Greece/00-00-2018/Zak Kostopoulos killing, policing, and media framing/Media/01 - Cover Card.svg | Greece/00-00-2018/Zak Kostopoulos killing, policing, and media framing/Media/02 - Proof Map.svg"
greece_2019_exarchia_operations_urban_policing_drugs_squats_fear_rights,Greece,2019,"Greece/00-00-2019/Exarchia Operations and Urban Policing Drugs, Squats, Fear and Rights","Exarchia Operations and Urban Policing: Drugs, Squats, Fear and Rights",2,False,"Greece/00-00-2019/Exarchia Operations and Urban Policing Drugs, Squats, Fear and Rights/Media/01 - EN Cover Card.svg | Greece/00-00-2019/Exarchia Operations and Urban Policing Drugs, Squats, Fear and Rights/Media/02 - EL Cover Card.svg"
greece_2019_greek_mafia_killings_state_crime_fear,Greece,2019,Greece/00-00-2019/Greek Mafia killings and state-crime fear,Greek Mafia killings and state-crime fear,2,True,Greece/00-00-2019/Greek Mafia killings and state-crime fear/Media/01 - EN Cover Card.svg | Greece/00-00-2019/Greek Mafia killings and state-crime fear/Media/02 - Bilingual Snapshot.svg
greece_2019_piraeus_noor_one_political_pressure_media_memory,Greece,2019,"Greece/00-00-2019/Noor One aftermath, witness pressure, and media-political memory","Noor One aftermath, witness pressure, and media-political memory",2,False,"Greece/00-00-2019/Noor One aftermath, witness pressure, and media-political memory/Media/01 - Cover Card.svg | Greece/00-00-2019/Noor One aftermath, witness pressure, and media-political memory/Media/02 - Proof Map.svg"
greece_2019_novartis_greece_political_scandal_protected_witnesses,Greece,2019,Greece/00-00-2019/Novartis Greece political scandal and protected witnesses,Novartis Greece political scandal and protected witnesses,2,True,Greece/00-00-2019/Novartis Greece political scandal and protected witnesses/Media/01 - EN Novartis Greece Political Scandal And Protected Wi 6F49F2D263E9.svg | Greece/00-00-2019/Novartis Greece political scandal and protected witnesses/Media/02 - Bilingual Snapshot.svg
greece_2020_covid_lockdowns_policing_procurement_trust,Greece,2020,"Greece/00-00-2020/COVID lockdowns, policing, procurement, and trust in emergency rule","COVID lockdowns, policing, procurement, and trust in emergency rule",2,False,"Greece/00-00-2020/COVID lockdowns, policing, procurement, and trust in emergency rule/Media/01 - Cover Card.svg | Greece/00-00-2020/COVID lockdowns, policing, procurement, and trust in emergency rule/Media/02 - Proof Map.svg"
greece_2020_evros_border_crisis_and_information_war,Greece,2020,Greece/00-00-2020/Evros border crisis and information war,Evros border crisis and information war,2,False,Greece/00-00-2020/Evros border crisis and information war/Media/01 - Cover Card.svg | Greece/00-00-2020/Evros border crisis and information war/Media/02 - Proof Map.svg
greece_2020_petsas_list_media_funding_message_control,Greece,2020,"Greece/00-00-2020/GREECE Petsas List, Media Funding, and Message Control (2020-2026)","GREECE: Petsas List, Media Funding, and Message Control (2020-2026)",2,False,"Greece/00-00-2020/GREECE Petsas List, Media Funding, and Message Control (2020-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2020/GREECE Petsas List, Media Funding, and Message Control (2020-2026)/Media/02 - EN Petsas List Media Funding And Message Control Cove 066Ff652F705.svg"
greece_2020_pushbacks_border_rights,Greece,2020,"Greece/00-00-2020/Greece Pushbacks, Border Violations, and the Accountability Fight (2020-2026)","Greece: Pushbacks, Border Violations, and the Accountability Fight (2020-2026)",2,False,"Greece/00-00-2020/Greece Pushbacks, Border Violations, and the Accountability Fight (2020-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2020/Greece Pushbacks, Border Violations, and the Accountability Fight (2020-2026)/Media/02 - EL Cover Card.svg"
greece_2020_covid_sms_permits_lockdowns_certificates_permission_culture,Greece,2020,"Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)","GREECE — COVID SMS PERMITS: LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)",4,False,"Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)/Media/01 - EN Cover Card.png | Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)/Media/02 - EN Cover Card.svg | Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)/Media/03 - EL Cover Card.png | Greece/00-00-2020/GREECE — COVID SMS PERMITS LOCKDOWNS, CERTIFICATES, AND PERMISSION CULTURE (2020–2023)/Media/04 - EL Cover Card.svg"
greece_2020_greek_covid_fines_movement_forms_enforcement_class_permission_culture,Greece,2020,"Greece/00-00-2020/Greek COVID Fines and Movement Forms Enforcement, Class and Permission Culture","Greek COVID Fines and Movement Forms: Enforcement, Class and Permission Culture",2,False,"Greece/00-00-2020/Greek COVID Fines and Movement Forms Enforcement, Class and Permission Culture/Media/01 - EN Cover Card.svg | Greece/00-00-2020/Greek COVID Fines and Movement Forms Enforcement, Class and Permission Culture/Media/02 - EL Cover Card.svg"
greece_2020_pandemic_sms_permits_policing_normalization,Greece,2020,"Greece/00-00-2020/Greek pandemic SMS permits, policing, and normalization","Greek pandemic SMS permits, policing, and normalization",2,False,"Greece/00-00-2020/Greek pandemic SMS permits, policing, and normalization/Media/01 - EN Cover Card.svg | Greece/00-00-2020/Greek pandemic SMS permits, policing, and normalization/Media/02 - EN Proof Map.svg"
greece_2021_dimitris_lignadis_cultural_power_networks,Greece,2021,Greece/00-00-2021/Dimitris Lignadis case and cultural power networks,Dimitris Lignadis case and cultural power networks,2,True,Greece/00-00-2021/Dimitris Lignadis case and cultural power networks/Media/01 - EN Dimitris Lignadis Case And Cultural Power Networks 68B6A556C9Ca.svg | Greece/00-00-2021/Dimitris Lignadis case and cultural power networks/Media/02 - Bilingual Snapshot.svg
greece_2021_evia_wildfires_state_response_climate_failure_rural_abandonment,Greece,2021,"Greece/00-00-2021/Evia wildfires, state response, climate failure and rural abandonment (2021)","Evia wildfires, state response, climate failure and rural abandonment (2021)",2,False,"Greece/00-00-2021/Evia wildfires, state response, climate failure and rural abandonment (2021)/Media/01 - EN Cover Card.svg | Greece/00-00-2021/Evia wildfires, state response, climate failure and rural abandonment (2021)/Media/02 - EL Cover Card.svg"
greece_2021_giorgos_karaivaz_assassination_and_press_freedom_wound,Greece,2021,Greece/00-00-2021/Giorgos Karaivaz assassination and press-freedom wound,Giorgos Karaivaz assassination and press-freedom wound,2,False,Greece/00-00-2021/Giorgos Karaivaz assassination and press-freedom wound/Media/01 - Cover Card.svg | Greece/00-00-2021/Giorgos Karaivaz assassination and press-freedom wound/Media/02 - Proof Map.svg
greece_2021_closed_controlled_camps_asylum_control,Greece,2021,"Greece/00-00-2021/GREECE Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asyl","GREECE: Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asylum Control (2021-2026)",2,False,"Greece/00-00-2021/GREECE Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asyl/Media/01 - EN Cover Card.svg | Greece/00-00-2021/GREECE Closed Controlled Camps, Cash Assistance Interruptions, and the Hardening of Asyl/Media/02 - EL Cover Card.svg"
greece_2021_karaivaz_assassination_impunity,Greece,2021,"Greece/00-00-2021/GREECE GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)","GREECE: GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)",2,False,"Greece/00-00-2021/GREECE GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2021/GREECE GIORGOS KARAIVAZ, JOURNALIST MURDER, AND THE IMPUNITY PROBLEM (2021-2026)/Media/02 - EL Cover Card.svg"
greece_2021_karaivaz_assassination_journalist_safety,Greece,2021,Greece/00-00-2021/Karaivaz assassination and journalist safety,Karaivaz assassination and journalist safety,2,True,Greece/00-00-2021/Karaivaz assassination and journalist safety/Media/01 - EN Cover Card.svg | Greece/00-00-2021/Karaivaz assassination and journalist safety/Media/02 - Bilingual Snapshot.svg
greece_2021_nea_smyrni_police_violence_protests_order_narratives,Greece,2021,"Greece/00-00-2021/Nea Smyrni police violence, protests and public-order narratives (2021)","Nea Smyrni police violence, protests and public-order narratives (2021)",2,False,"Greece/00-00-2021/Nea Smyrni police violence, protests and public-order narratives (2021)/Media/01 - EN Cover Card.svg | Greece/00-00-2021/Nea Smyrni police violence, protests and public-order narratives (2021)/Media/02 - EL Cover Card.svg"
greece_2021_nea_smyrni_police_violence_public_order_backlash,Greece,2021,"Greece/00-00-2021/Nea Smyrni police violence, public-order panic, and backlash","Nea Smyrni police violence, public-order panic, and backlash",2,False,"Greece/00-00-2021/Nea Smyrni police violence, public-order panic, and backlash/Media/01 - Cover Card.svg | Greece/00-00-2021/Nea Smyrni police violence, public-order panic, and backlash/Media/02 - Proof Map.svg"
greece_2021_novartis_scandal_political_judicial_battle,Greece,2021,Greece/00-00-2021/Novartis scandal political-judicial battle,Novartis scandal political-judicial battle,2,False,Greece/00-00-2021/Novartis scandal political-judicial battle/Media/01 - Cover Card.svg | Greece/00-00-2021/Novartis scandal political-judicial battle/Media/02 - Proof Map.svg
greece_2021_vaccination_certificates_in_greece_health_work_access_social_division,Greece,2021,"Greece/00-00-2021/Vaccination Certificates in Greece Public Health, Work Access and Social Division","Vaccination Certificates in Greece: Public Health, Work Access and Social Division",2,False,"Greece/00-00-2021/Vaccination Certificates in Greece Public Health, Work Access and Social Division/Media/01 - EN Cover Card.svg | Greece/00-00-2021/Vaccination Certificates in Greece Public Health, Work Access and Social Division/Media/02 - EL Cover Card.svg"
greece_2022_ark_world_charity_scandal_children_donations_oversight_failure,Greece,2022,"Greece/00-00-2022/Ark of the World Charity Scandal Children, Donations and Oversight Failure","Ark of the World Charity Scandal: Children, Donations and Oversight Failure",2,False,"Greece/00-00-2022/Ark of the World Charity Scandal Children, Donations and Oversight Failure/Media/01 - EN Cover Card.svg | Greece/00-00-2022/Ark of the World Charity Scandal Children, Donations and Oversight Failure/Media/02 - EL Cover Card.svg"
greece_2022_personal_number_biometric_ids_gov_wallet,Greece,2022,"Greece/00-00-2022/GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)","GREECE: Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)",2,False,"Greece/00-00-2022/GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2022/GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)/Media/02 - EL Cover Card.svg"
greece_2022_surveillance_reforms_after_predator,Greece,2022,Greece/00-00-2022/Greece Surveillance Reforms After Predatorgate (2022-2026),Greece: Surveillance Reforms After Predatorgate (2022-2026),2,False,Greece/00-00-2022/Greece Surveillance Reforms After Predatorgate (2022-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2022/Greece Surveillance Reforms After Predatorgate (2022-2026)/Media/02 - EL Cover Card.svg
greece_2022_kolonos_abuse_case_child_protection_institutional_failure,Greece,2022,"Greece/00-00-2022/Kolonos abuse case, child protection, and institutional failure","Kolonos abuse case, child protection, and institutional failure",2,False,"Greece/00-00-2022/Kolonos abuse case, child protection, and institutional failure/Media/01 - Cover Card.svg | Greece/00-00-2022/Kolonos abuse case, child protection, and institutional failure/Media/02 - Proof Map.svg"
greece_2022_pispirigou_child_deaths_media_trial_problem,Greece,2022,Greece/00-00-2022/Pispirigou child deaths media trial problem,Pispirigou child deaths media trial problem,2,True,Greece/00-00-2022/Pispirigou child deaths media trial problem/Media/01 - EN Cover Card.svg | Greece/00-00-2022/Pispirigou child deaths media trial problem/Media/02 - Bilingual Snapshot.svg
greece_2022_predatorgate_institutional_reform_gap,Greece,2022,Greece/00-00-2022/Predatorgate institutional reform gap,Predatorgate institutional reform gap,2,True,Greece/00-00-2022/Predatorgate institutional reform gap/Media/01 - EN Cover Card.svg | Greece/00-00-2022/Predatorgate institutional reform gap/Media/02 - Bilingual Snapshot.svg
greece_2022_predatorgate_spyware_state,Greece,2022,Greece/00-00-2022/Predatorgate spyware and state trust,Predatorgate spyware and state trust,6,False,Greece/00-00-2022/Predatorgate spyware and state trust/Media/01 - EN Cover Card.svg | Greece/00-00-2022/Predatorgate spyware and state trust/Media/02 - EN Proof Map.svg | Greece/00-00-2022/Predatorgate spyware and state trust/Media/03 - EN Cover Card.png | Greece/00-00-2022/Predatorgate spyware and state trust/Media/04 - EN Cover Card.svg | Greece/00-00-2022/Predatorgate spyware and state trust/Media/05 - EL Cover Card.png | Greece/00-00-2022/Predatorgate spyware and state trust/Media/06 - EL Cover Card.svg
greece_2023_eavesdropping_adae_authority_pressure_rule_of_law,Greece,2023,"Greece/00-00-2023/ADAE pressure, surveillance oversight, and rule-of-law trust","ADAE pressure, surveillance oversight, and rule-of-law trust",2,False,"Greece/00-00-2023/ADAE pressure, surveillance oversight, and rule-of-law trust/Media/01 - Cover Card.svg | Greece/00-00-2023/ADAE pressure, surveillance oversight, and rule-of-law trust/Media/02 - Proof Map.svg"
greece_2023_evros_wildfire_border_blame_and_climate_failure,Greece,2023,"Greece/00-00-2023/Evros wildfire, border blame, and climate-governance failure","Evros wildfire, border blame, and climate-governance failure",2,False,"Greece/00-00-2023/Evros wildfire, border blame, and climate-governance failure/Media/01 - Cover Card.svg | Greece/00-00-2023/Evros wildfire, border blame, and climate-governance failure/Media/02 - Proof Map.svg"
greece_2023_15_minute_cities_smart_cities_control_fears,Greece,2023,Greece/00-00-2023/Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,2,False,Greece/00-00-2023/Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026/Media/02 - EL Cover Card.svg
greece_2023_pylos_shipwreck_accountability,Greece,2023,"Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20","Greece: Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-2026)",4,False,"Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20/Media/02 - EL Cover Card.svg | Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20/Media/03 - EN Cover Card.svg | Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20/Media/04 - EL Cover Card.svg"
greece_2023_spartans_golden_dawn_bypass,Greece,2023,"Greece/00-00-2023/Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20","Greece: Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (2023-2025)",2,False,"Greece/00-00-2023/Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20/Media/02 - EL Cover Card.svg"
greece_2023_sports_violence_crime_networks_state_response,Greece,2023,"Greece/00-00-2023/GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)","GREECE: SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)",2,False,"Greece/00-00-2023/GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)/Media/01 - EN Cover Card.svg | Greece/00-00-2023/GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)/Media/02 - EL Cover Card.svg"
greece_2023_youth_violence_bullying_stabbings,Greece,2023,"Greece/00-00-2023/Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)","GREECE: YOUTH VIOLENCE, BULLYING, DIGITAL ADDICTION, AND THE SEARCH FOR CONTROL TOOLS (2023-2026)",2,False,"Greece/00-00-2023/Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)/Media/02 - EL Cover Card.svg"
greece_2023_tempi_train_crash_safety_failures_accountability,Greece,2023,"Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)","GREECE — TEMPI: TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)",4,False,"Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)/Media/01 - EN Cover Card.png | Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)/Media/02 - EN Cover Card.svg | Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)/Media/03 - EL Cover Card.png | Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)/Media/04 - EL Cover Card.svg"
greece_2023_nea_anchialos_ammunition_blasts_wildfires_military_storage_civil_prote,Greece,2023,"Greece/00-00-2023/Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure","Nea Anchialos Ammunition Blasts: Wildfires, Military Storage and Civil Protection Failure",2,False,"Greece/00-00-2023/Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure/Media/02 - EL Cover Card.svg"
greece_2023_pylos_shipwreck_rescue_duty_evidence_gaps,Greece,2023,"Greece/00-00-2023/Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER","Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER",2,False,"Greece/00-00-2023/Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER/Media/01 - EN Cover Card.svg | Greece/00-00-2023/Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER/Media/02 - EN Proof Map.svg"
greece_2023_sports_fan_violence_organized_crime_networks,Greece,2023,Greece/00-00-2023/Sports fan violence and organized crime networks,Sports fan violence and organized crime networks,2,True,Greece/00-00-2023/Sports fan violence and organized crime networks/Media/01 - EN Sports Fan Violence And Organized Crime Networks C B4Ccc281B63A.svg | Greece/00-00-2023/Sports fan violence and organized crime networks/Media/02 - Bilingual Snapshot.svg
greece_2023_storm_daniel_thessaly_floods_infrastructure_collapse,Greece,2023,Greece/00-00-2023/Storm Daniel Thessaly floods and infrastructure collapse,Storm Daniel Thessaly floods and infrastructure collapse,2,True,Greece/00-00-2023/Storm Daniel Thessaly floods and infrastructure collapse/Media/01 - EN Storm Daniel Thessaly Floods And Infrastructure Co A8312597B431.svg | Greece/00-00-2023/Storm Daniel Thessaly floods and infrastructure collapse/Media/02 - Bilingual Snapshot.svg
